#Dialog001
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog002
1,2,1,0,0,0,0,0,0,0,8
8,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog003
1,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog004
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog005
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog006
1,1,2,0,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog007
1,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog008
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog009
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog010
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog011
1,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,0,1,0,14
#Dialog012
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog013
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,2,0,0,0,0,12
12,1,1,1,1,1,1,0,0,0,12
12,1,1,1,1,1,1,0,0,0,14
#Dialog014
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog015
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog016
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog017
1,0,2,0,0,0,0,0,0,0,9
9,0,1,0,0,0,0,1,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog018
1,0,1,0,0,0,0,0,0,0,2
2,1,2,0,0,0,0,0,0,0,9
9,1,1,0,0,0,0,1,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog019
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog020
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog021
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog022
1,0,2,0,0,0,0,0,0,0,9
9,0,1,0,0,0,0,1,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog023
1,0,1,0,0,0,0,0,0,0,2
2,2,1,0,0,0,0,0,0,0,8
8,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog024
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog025
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,0,0,1,0,14
#Dialog026
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog027
1,0,2,0,0,0,0,0,0,0,9
9,0,1,0,0,0,0,1,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog028
1,0,1,0,0,0,0,0,0,0,2
2,2,1,0,0,0,0,0,0,0,8
8,1,1,0,0,0,0,1,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog029
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog030
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,1,0,0,14
#Dialog031
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,2,0,0,0,0,12
12,1,1,1,1,1,0,1,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,0,1,0,14
#Dialog032
1,0,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,2,0,0,0,13
13,1,1,1,1,1,1,0,1,0,14
#Dialog033
1,1,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog034
1,1,0,0,0,0,0,0,0,0,3
3,1,2,0,0,0,0,0,0,0,9
9,1,1,0,0,0,0,1,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog035
1,2,0,0,0,0,0,0,0,0,8
8,1,0,0,0,0,0,1,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog036
1,1,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,2,0,0,0,0,0,0,10
10,1,1,1,0,0,0,1,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog037
1,1,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,2,0,0,0,0,0,11
11,1,1,1,1,0,0,1,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog038
1,1,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,2,0,0,0,0,12
12,1,1,1,1,1,0,1,0,0,7
7,1,1,1,1,1,1,0,0,0,14
#Dialog039
1,1,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
7,1,1,1,1,1,1,1,0,0,14
#Dialog040
1,2,0,0,0,0,0,0,0,0,8
8,1,0,0,0,0,0,1,0,0,3
3,1,1,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,5
5,1,1,1,1,0,0,0,0,0,6
6,1,1,1,1,1,0,0,0,0,7
